review_id,review_text,topic_text,v2_topic_id,topic_model_label,v2_business_topic,baseline_topic_id,baseline_model_topic,baseline_display_topic,baseline_business_topic,business_topic_changed
R000232,"The software is intuitive and updates install smoothly. I have owned it for a month. After 24 days of use, this is my experience.",The software is intuitive and updates install smoothly,4,Software Intuitive / Intuitive Updates / Updates,Software & Updates,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000233,"Software notifications freeze and the app keeps losing my settings. I use it for work notes. After 3 days of use, this is my experience.",Software notifications freeze and the app keeps losing my settings,8,Keeps Losing / App / Freeze,Software & Updates,5,Keeps Losing / Notifications / App Keeps,App freezes & lost settings,Software & Updates,False
R000234,"I would buy it again because the features justify the cost. I bought it for university classes. After 66 days of use, this is my experience.",I would buy it again because the features justify the cost,0,Price / Value / Tablet Excellent,Price & Value,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000235,"Customer service made the replacement process straightforward. I bought it for university classes. After 3 days of use, this is my experience.",Customer service made the replacement process straightforward,11,Customer / Replacement Process / Process Straightforward,Customer Service,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000236,"The interface is clean and the settings are easy to find. I have owned it for a month. After 67 days of use, this is my experience.",The interface is clean and the settings are easy to find,6,Interface Clean / Settings Easy / Clean,Usability & Interface,2,Clean / Settings Easy / Interface Clean,Interface & settings,Usability & Interface,False
R000237,"Software notifications freeze and the app keeps losing my settings. I take it on the train. After 2 days of use, this is my experience.",Software notifications freeze and the app keeps losing my settings,8,Keeps Losing / App / Freeze,Software & Updates,5,Keeps Losing / Notifications / App Keeps,App freezes & lost settings,Software & Updates,False
R000238,"The metal body feels sturdy and well assembled. This was a gift for my family. After 85 days of use, this is my experience.",The metal body feels sturdy and well assembled,3,Metal / Sturdy / Metal Body,Build Quality,1,Quality / Build Quality / Build,Build quality,Build Quality,False
R000239,"The battery dies before lunch and I want a replacement. This was a gift for my family. After 90 days of use, this is my experience.",The battery dies before lunch and I want a replacement,12,Battery / Lasts / Lasts Commute,Battery Life,9,Battery / Commute Evening / Evening,Battery life,Battery Life,False
R000240,"Games stutter and the tablet overheats after a short session. I bought it for university classes. After 60 days of use, this is my experience.",Games stutter and the tablet overheats after a short session,1,Games / Games Stutter / Stutter,Software & Performance,7,Games Stutter / Stutter / Games,Gaming performance,Software & Performance,False
R000241,"The software is intuitive and updates install smoothly. I take it on the train. After 89 days of use, this is my experience.",The software is intuitive and updates install smoothly,4,Software Intuitive / Intuitive Updates / Updates,Software & Updates,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000242,"The latest software update causes crashes and random restarts. I use it for work notes. After 72 days of use, this is my experience.",The latest software update causes crashes and random restarts,7,Random / Random Restarts / Software Update,Software & Updates,3,Latest Software / Software Update / Random,Software update stability,Software & Updates,False
R000243,"For the price this tablet is excellent value. I take it on the train. After 76 days of use, this is my experience.",For the price this tablet is excellent value,0,Price / Value / Tablet Excellent,Price & Value,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000244,"Build quality disappointed me; the hinge cracked in normal use. I compared it with my previous tablet. After 74 days of use, this is my experience.",Build quality disappointed me; the hinge cracked in normal use,-1,Unassigned / mixed,Unassigned / mixed,1,Quality / Build Quality / Build,Build quality,Build Quality,True
R000245,"My experience with software is mixed. It meets some expectations but could improve. I use it for work notes. After 29 days of use, this is my experience.",My experience with software is mixed,-1,Unassigned / mixed,Unassigned / mixed,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000246,"My experience with battery life is mixed. It meets some expectations but could improve. My main use is streaming at home. After 62 days of use, this is my experience.",My experience with battery life is mixed,12,Battery / Lasts / Lasts Commute,Battery Life,9,Battery / Commute Evening / Evening,Battery life,Battery Life,False
R000247,"Build quality is solid and the buttons feel precise. I use it for sketching. After 50 days of use, this is my experience.",Build quality is solid and the buttons feel precise,2,Easily / Pairs / Accessory Pairs,Accessories,1,Quality / Build Quality / Build,Build quality,Build Quality,True
R000249,"The software is intuitive and updates install smoothly. I use it for work notes. After 40 days of use, this is my experience.",The software is intuitive and updates install smoothly,4,Software Intuitive / Intuitive Updates / Updates,Software & Updates,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000250,"The software is intuitive and updates install smoothly. I compared it with my previous tablet. After 46 days of use, this is my experience.",The software is intuitive and updates install smoothly,4,Software Intuitive / Intuitive Updates / Updates,Software & Updates,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000251,"My experience with accessories is mixed. It meets some expectations but could improve. I use it for work notes. After 32 days of use, this is my experience.",My experience with accessories is mixed,5,Colors / Natural / Look Natural,Display,10,Easily Feels / Keyboard Accessory / Feels Comfortable,Keyboard accessories,Accessories,True
R000252,"The price feels expensive for what you get. I take it on the train. After 7 days of use, this is my experience.",The price feels expensive for what you get,0,Price / Value / Tablet Excellent,Price & Value,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000253,"The software is intuitive and updates install smoothly. This was a gift for my family. After 31 days of use, this is my experience.",The software is intuitive and updates install smoothly,4,Software Intuitive / Intuitive Updates / Updates,Software & Updates,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000254,"The software is intuitive and updates install smoothly. I take it on the train. After 54 days of use, this is my experience.",The software is intuitive and updates install smoothly,4,Software Intuitive / Intuitive Updates / Updates,Software & Updates,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000255,"The software is intuitive and updates install smoothly. I have owned it for a month. After 73 days of use, this is my experience.",The software is intuitive and updates install smoothly,4,Software Intuitive / Intuitive Updates / Updates,Software & Updates,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000256,"The included stylus is accurate and the case fits perfectly. I have owned it for a month. After 54 days of use, this is my experience.",The included stylus is accurate and the case fits perfectly,1,Games / Games Stutter / Stutter,Software & Performance,-1,Unassigned / mixed,Unassigned / mixed,Unassigned / mixed,True
R000257,"For the price this tablet is excellent value. This was a gift for my family. After 20 days of use, this is my experience.",For the price this tablet is excellent value,0,Price / Value / Tablet Excellent,Price & Value,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000258,"Build quality is solid and the buttons feel precise. I take it on the train. After 34 days of use, this is my experience.",Build quality is solid and the buttons feel precise,2,Easily / Pairs / Accessory Pairs,Accessories,1,Quality / Build Quality / Build,Build quality,Build Quality,True
R000259,"The battery lasts through my commute and evening reading. I use it for work notes. After 36 days of use, this is my experience.",The battery lasts through my commute and evening reading,12,Battery / Lasts / Lasts Commute,Battery Life,9,Battery / Commute Evening / Evening,Battery life,Battery Life,False
R000260,"The software is intuitive and updates install smoothly. I compared it with my previous tablet. After 28 days of use, this is my experience.",The software is intuitive and updates install smoothly,4,Software Intuitive / Intuitive Updates / Updates,Software & Updates,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000261,"Screen glare makes outdoor use frustrating. I take it on the train. After 79 days of use, this is my experience.",Screen glare makes outdoor use frustrating,9,Makes / Makes Reading / Display Brightness,Display,8,Makes / Reading Outside / Display Brightness,Outdoor screen visibility,Display,False
R000262,"The interface is clean and the settings are easy to find. This was a gift for my family. After 35 days of use, this is my experience.",The interface is clean and the settings are easy to find,6,Interface Clean / Settings Easy / Clean,Usability & Interface,2,Clean / Settings Easy / Interface Clean,Interface & settings,Usability & Interface,False
R000263,"Build quality is solid and the buttons feel precise. I take it on the train. After 49 days of use, this is my experience.",Build quality is solid and the buttons feel precise,2,Easily / Pairs / Accessory Pairs,Accessories,1,Quality / Build Quality / Build,Build quality,Build Quality,True
R000264,"Software notifications freeze and the app keeps losing my settings. I have owned it for a month. After 39 days of use, this is my experience.",Software notifications freeze and the app keeps losing my settings,8,Keeps Losing / App / Freeze,Software & Updates,5,Keeps Losing / Notifications / App Keeps,App freezes & lost settings,Software & Updates,False
R000265,"Display brightness makes reading outside comfortable. This was a gift for my family. After 64 days of use, this is my experience.",Display brightness makes reading outside comfortable,9,Makes / Makes Reading / Display Brightness,Display,8,Makes / Reading Outside / Display Brightness,Outdoor screen visibility,Display,False
R000266,"Software notifications freeze and the app keeps losing my settings. I bought it for university classes. After 71 days of use, this is my experience.",Software notifications freeze and the app keeps losing my settings,8,Keeps Losing / App / Freeze,Software & Updates,5,Keeps Losing / Notifications / App Keeps,App freezes & lost settings,Software & Updates,False
R000267,"Customer support has ignored my warranty request for days. I use it for work notes. After 54 days of use, this is my experience.",Customer support has ignored my warranty request for days,3,Metal / Sturdy / Metal Body,Build Quality,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000268,"My experience with display is mixed. It meets some expectations but could improve. I use it for sketching. After 9 days of use, this is my experience.",My experience with display is mixed,5,Colors / Natural / Look Natural,Display,4,Colors / Crisp / Screen Crisp,Screen clarity & color,Display,False
R000269,"The interface is clean and the settings are easy to find. I use it for work notes. After 2 days of use, this is my experience.",The interface is clean and the settings are easy to find,6,Interface Clean / Settings Easy / Clean,Usability & Interface,2,Clean / Settings Easy / Interface Clean,Interface & settings,Usability & Interface,False
R000270,"The latest software update causes crashes and random restarts. I have owned it for a month. After 24 days of use, this is my experience.",The latest software update causes crashes and random restarts,7,Random / Random Restarts / Software Update,Software & Updates,3,Latest Software / Software Update / Random,Software update stability,Software & Updates,False
R000271,"Poor value compared with my older device; I requested a refund. This was a gift for my family. After 52 days of use, this is my experience.",Poor value compared with my older device; I requested a refund,0,Price / Value / Tablet Excellent,Price & Value,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000272,"Build quality disappointed me; the hinge cracked in normal use. My main use is streaming at home. After 85 days of use, this is my experience.",Build quality disappointed me; the hinge cracked in normal use,-1,Unassigned / mixed,Unassigned / mixed,1,Quality / Build Quality / Build,Build quality,Build Quality,True
R000273,"My experience with performance is mixed. It meets some expectations but could improve. I bought it for university classes. After 12 days of use, this is my experience.",My experience with performance is mixed,2,Easily / Pairs / Accessory Pairs,Accessories,6,Apps / Apps Open / Open,App speed & multitasking,Software & Performance,True
R000274,"The latest software update causes crashes and random restarts. I use it for work notes. After 31 days of use, this is my experience.",The latest software update causes crashes and random restarts,7,Random / Random Restarts / Software Update,Software & Updates,3,Latest Software / Software Update / Random,Software update stability,Software & Updates,False
R000275,"My experience with customer support is mixed. It meets some expectations but could improve. This was a gift for my family. After 71 days of use, this is my experience.",My experience with customer support is mixed,11,Customer / Replacement Process / Process Straightforward,Customer Service,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000276,"The battery lasts through my commute and evening reading. I bought it for university classes. After 52 days of use, this is my experience.",The battery lasts through my commute and evening reading,12,Battery / Lasts / Lasts Commute,Battery Life,9,Battery / Commute Evening / Evening,Battery life,Battery Life,False
R000277,"The interface is clean and the settings are easy to find. I have owned it for a month. After 19 days of use, this is my experience.",The interface is clean and the settings are easy to find,6,Interface Clean / Settings Easy / Clean,Usability & Interface,2,Clean / Settings Easy / Interface Clean,Interface & settings,Usability & Interface,False
R000278,"The keyboard disconnects and the stylus misses strokes. I use it for sketching. After 79 days of use, this is my experience.",The keyboard disconnects and the stylus misses strokes,1,Games / Games Stutter / Stutter,Software & Performance,7,Games Stutter / Stutter / Games,Gaming performance,Software & Performance,False
R000279,"Charging is quick and the battery holds up all day. I take it on the train. After 47 days of use, this is my experience.",Charging is quick and the battery holds up all day,-1,Unassigned / mixed,Unassigned / mixed,-1,Unassigned / mixed,Unassigned / mixed,Unassigned / mixed,False
R000280,"My experience with software is mixed. It meets some expectations but could improve. I take it on the train. After 11 days of use, this is my experience.",My experience with software is mixed,-1,Unassigned / mixed,Unassigned / mixed,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000281,"I would buy it again because the features justify the cost. I use it for sketching. After 48 days of use, this is my experience.",I would buy it again because the features justify the cost,0,Price / Value / Tablet Excellent,Price & Value,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000282,"The keyboard accessory pairs easily and feels comfortable. I bought it for university classes. After 13 days of use, this is my experience.",The keyboard accessory pairs easily and feels comfortable,2,Easily / Pairs / Accessory Pairs,Accessories,10,Easily Feels / Keyboard Accessory / Feels Comfortable,Keyboard accessories,Accessories,False
R000283,"My experience with software is mixed. It meets some expectations but could improve. I use it for sketching. After 72 days of use, this is my experience.",My experience with software is mixed,-1,Unassigned / mixed,Unassigned / mixed,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000284,"Software notifications freeze and the app keeps losing my settings. I have owned it for a month. After 51 days of use, this is my experience.",Software notifications freeze and the app keeps losing my settings,8,Keeps Losing / App / Freeze,Software & Updates,5,Keeps Losing / Notifications / App Keeps,App freezes & lost settings,Software & Updates,False
R000285,"The keyboard accessory pairs easily and feels comfortable. I have owned it for a month. After 23 days of use, this is my experience.",The keyboard accessory pairs easily and feels comfortable,2,Easily / Pairs / Accessory Pairs,Accessories,10,Easily Feels / Keyboard Accessory / Feels Comfortable,Keyboard accessories,Accessories,False
R000286,"Screen glare makes outdoor use frustrating. I have owned it for a month. After 40 days of use, this is my experience.",Screen glare makes outdoor use frustrating,9,Makes / Makes Reading / Display Brightness,Display,8,Makes / Reading Outside / Display Brightness,Outdoor screen visibility,Display,False
R000287,"The processor handles games without any stutter. I take it on the train. After 60 days of use, this is my experience.",The processor handles games without any stutter,1,Games / Games Stutter / Stutter,Software & Performance,7,Games Stutter / Stutter / Games,Gaming performance,Software & Performance,False
R000288,"Charging is quick and the battery holds up all day. I use it for sketching. After 58 days of use, this is my experience.",Charging is quick and the battery holds up all day,-1,Unassigned / mixed,Unassigned / mixed,-1,Unassigned / mixed,Unassigned / mixed,Unassigned / mixed,False
R000289,"The keyboard disconnects and the stylus misses strokes. I compared it with my previous tablet. After 42 days of use, this is my experience.",The keyboard disconnects and the stylus misses strokes,1,Games / Games Stutter / Stutter,Software & Performance,7,Games Stutter / Stutter / Games,Gaming performance,Software & Performance,False
R000290,"Apps open quickly and multitasking feels smooth. I use it for sketching. After 50 days of use, this is my experience.",Apps open quickly and multitasking feels smooth,10,Open / Apps Open / Apps,Software & Performance,6,Apps / Apps Open / Open,App speed & multitasking,Software & Performance,False
R000291,"Apps open quickly and multitasking feels smooth. I use it for work notes. After 61 days of use, this is my experience.",Apps open quickly and multitasking feels smooth,10,Open / Apps Open / Apps,Software & Performance,6,Apps / Apps Open / Open,App speed & multitasking,Software & Performance,False
R000292,"Support keeps passing my refund request between agents. I compared it with my previous tablet. After 19 days of use, this is my experience.",Support keeps passing my refund request between agents,3,Metal / Sturdy / Metal Body,Build Quality,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000293,"The software is intuitive and updates install smoothly. I compared it with my previous tablet. After 78 days of use, this is my experience.",The software is intuitive and updates install smoothly,4,Software Intuitive / Intuitive Updates / Updates,Software & Updates,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000294,"The interface is clean and the settings are easy to find. I use it for work notes. After 48 days of use, this is my experience.",The interface is clean and the settings are easy to find,6,Interface Clean / Settings Easy / Clean,Usability & Interface,2,Clean / Settings Easy / Interface Clean,Interface & settings,Usability & Interface,False
R000295,"The latest software update causes crashes and random restarts. I have owned it for a month. After 44 days of use, this is my experience.",The latest software update causes crashes and random restarts,7,Random / Random Restarts / Software Update,Software & Updates,3,Latest Software / Software Update / Random,Software update stability,Software & Updates,False
R000296,"The price feels expensive for what you get. I compared it with my previous tablet. After 49 days of use, this is my experience.",The price feels expensive for what you get,0,Price / Value / Tablet Excellent,Price & Value,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000297,"The software is intuitive and updates install smoothly. I compared it with my previous tablet. After 15 days of use, this is my experience.",The software is intuitive and updates install smoothly,4,Software Intuitive / Intuitive Updates / Updates,Software & Updates,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000298,"I would buy it again because the features justify the cost. I use it for sketching. After 60 days of use, this is my experience.",I would buy it again because the features justify the cost,0,Price / Value / Tablet Excellent,Price & Value,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000299,"Games stutter and the tablet overheats after a short session. I use it for sketching. After 10 days of use, this is my experience.",Games stutter and the tablet overheats after a short session,1,Games / Games Stutter / Stutter,Software & Performance,7,Games Stutter / Stutter / Games,Gaming performance,Software & Performance,False
R000300,"For the price this tablet is excellent value. I take it on the train. After 68 days of use, this is my experience.",For the price this tablet is excellent value,0,Price / Value / Tablet Excellent,Price & Value,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000301,"The processor handles games without any stutter. I bought it for university classes. After 25 days of use, this is my experience.",The processor handles games without any stutter,1,Games / Games Stutter / Stutter,Software & Performance,7,Games Stutter / Stutter / Games,Gaming performance,Software & Performance,False
R000302,"The interface is clean and the settings are easy to find. I have owned it for a month. After 2 days of use, this is my experience.",The interface is clean and the settings are easy to find,6,Interface Clean / Settings Easy / Clean,Usability & Interface,2,Clean / Settings Easy / Interface Clean,Interface & settings,Usability & Interface,False
R000303,"My experience with software is mixed. It meets some expectations but could improve. I bought it for university classes. After 48 days of use, this is my experience.",My experience with software is mixed,-1,Unassigned / mixed,Unassigned / mixed,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000304,"Software notifications freeze and the app keeps losing my settings. I have owned it for a month. After 80 days of use, this is my experience.",Software notifications freeze and the app keeps losing my settings,8,Keeps Losing / App / Freeze,Software & Updates,5,Keeps Losing / Notifications / App Keeps,App freezes & lost settings,Software & Updates,False
R000305,"The processor handles games without any stutter. My main use is streaming at home. After 88 days of use, this is my experience.",The processor handles games without any stutter,1,Games / Games Stutter / Stutter,Software & Performance,7,Games Stutter / Stutter / Games,Gaming performance,Software & Performance,False
R000306,"The display has uneven backlighting and washed out colors. I have owned it for a month. After 55 days of use, this is my experience.",The display has uneven backlighting and washed out colors,5,Colors / Natural / Look Natural,Display,4,Colors / Crisp / Screen Crisp,Screen clarity & color,Display,False
R000307,"The metal body feels sturdy and well assembled. I bought it for university classes. After 64 days of use, this is my experience.",The metal body feels sturdy and well assembled,3,Metal / Sturdy / Metal Body,Build Quality,1,Quality / Build Quality / Build,Build quality,Build Quality,False
R000308,"My experience with performance is mixed. It meets some expectations but could improve. I use it for work notes. After 64 days of use, this is my experience.",My experience with performance is mixed,2,Easily / Pairs / Accessory Pairs,Accessories,6,Apps / Apps Open / Open,App speed & multitasking,Software & Performance,True
R000309,"The interface is clean and the settings are easy to find. I have owned it for a month. After 89 days of use, this is my experience.",The interface is clean and the settings are easy to find,6,Interface Clean / Settings Easy / Clean,Usability & Interface,2,Clean / Settings Easy / Interface Clean,Interface & settings,Usability & Interface,False
R000310,"My experience with customer support is mixed. It meets some expectations but could improve. I take it on the train. After 39 days of use, this is my experience.",My experience with customer support is mixed,11,Customer / Replacement Process / Process Straightforward,Customer Service,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000311,"Display brightness makes reading outside comfortable. My main use is streaming at home. After 75 days of use, this is my experience.",Display brightness makes reading outside comfortable,9,Makes / Makes Reading / Display Brightness,Display,8,Makes / Reading Outside / Display Brightness,Outdoor screen visibility,Display,False
R000312,"Support replied promptly and resolved my warranty question. I compared it with my previous tablet. After 71 days of use, this is my experience.",Support replied promptly and resolved my warranty question,3,Metal / Sturdy / Metal Body,Build Quality,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000313,"The software is intuitive and updates install smoothly. I compared it with my previous tablet. After 35 days of use, this is my experience.",The software is intuitive and updates install smoothly,4,Software Intuitive / Intuitive Updates / Updates,Software & Updates,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000314,"The metal body feels sturdy and well assembled. I take it on the train. After 77 days of use, this is my experience.",The metal body feels sturdy and well assembled,3,Metal / Sturdy / Metal Body,Build Quality,1,Quality / Build Quality / Build,Build quality,Build Quality,False
R000315,"The latest software update causes crashes and random restarts. I take it on the train. After 9 days of use, this is my experience.",The latest software update causes crashes and random restarts,7,Random / Random Restarts / Software Update,Software & Updates,3,Latest Software / Software Update / Random,Software update stability,Software & Updates,False
R000316,"Software notifications freeze and the app keeps losing my settings. This was a gift for my family. After 75 days of use, this is my experience.",Software notifications freeze and the app keeps losing my settings,8,Keeps Losing / App / Freeze,Software & Updates,5,Keeps Losing / Notifications / App Keeps,App freezes & lost settings,Software & Updates,False
R000317,"My experience with accessories is mixed. It meets some expectations but could improve. I use it for work notes. After 37 days of use, this is my experience.",My experience with accessories is mixed,5,Colors / Natural / Look Natural,Display,10,Easily Feels / Keyboard Accessory / Feels Comfortable,Keyboard accessories,Accessories,True
R000318,"I would buy it again because the features justify the cost. I take it on the train. After 88 days of use, this is my experience.",I would buy it again because the features justify the cost,0,Price / Value / Tablet Excellent,Price & Value,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000319,"Software notifications freeze and the app keeps losing my settings. My main use is streaming at home. After 83 days of use, this is my experience.",Software notifications freeze and the app keeps losing my settings,8,Keeps Losing / App / Freeze,Software & Updates,5,Keeps Losing / Notifications / App Keeps,App freezes & lost settings,Software & Updates,False
R000320,"The interface is clean and the settings are easy to find. I compared it with my previous tablet. After 43 days of use, this is my experience.",The interface is clean and the settings are easy to find,6,Interface Clean / Settings Easy / Clean,Usability & Interface,2,Clean / Settings Easy / Interface Clean,Interface & settings,Usability & Interface,False
R000321,"I would buy it again because the features justify the cost. My main use is streaming at home. After 70 days of use, this is my experience.",I would buy it again because the features justify the cost,0,Price / Value / Tablet Excellent,Price & Value,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000322,"Customer service made the replacement process straightforward. I use it for sketching. After 72 days of use, this is my experience.",Customer service made the replacement process straightforward,11,Customer / Replacement Process / Process Straightforward,Customer Service,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000323,"The software is intuitive and updates install smoothly. My main use is streaming at home. After 82 days of use, this is my experience.",The software is intuitive and updates install smoothly,4,Software Intuitive / Intuitive Updates / Updates,Software & Updates,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000324,"The accessory case does not fit securely and the charger cable is short. I take it on the train. After 90 days of use, this is my experience.",The accessory case does not fit securely and the charger cable is short,1,Games / Games Stutter / Stutter,Software & Performance,-1,Unassigned / mixed,Unassigned / mixed,Unassigned / mixed,True
R000325,"I would buy it again because the features justify the cost. This was a gift for my family. After 12 days of use, this is my experience.",I would buy it again because the features justify the cost,0,Price / Value / Tablet Excellent,Price & Value,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000326,"For the price this tablet is excellent value. I have owned it for a month. After 85 days of use, this is my experience.",For the price this tablet is excellent value,0,Price / Value / Tablet Excellent,Price & Value,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000327,"The battery lasts through my commute and evening reading. I compared it with my previous tablet. After 3 days of use, this is my experience.",The battery lasts through my commute and evening reading,12,Battery / Lasts / Lasts Commute,Battery Life,9,Battery / Commute Evening / Evening,Battery life,Battery Life,False
R000328,"The software is intuitive and updates install smoothly. I compared it with my previous tablet. After 11 days of use, this is my experience.",The software is intuitive and updates install smoothly,4,Software Intuitive / Intuitive Updates / Updates,Software & Updates,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000329,"Software notifications freeze and the app keeps losing my settings. I bought it for university classes. After 50 days of use, this is my experience.",Software notifications freeze and the app keeps losing my settings,8,Keeps Losing / App / Freeze,Software & Updates,5,Keeps Losing / Notifications / App Keeps,App freezes & lost settings,Software & Updates,False
R000330,"My experience with price / value is mixed. It meets some expectations but could improve. I compared it with my previous tablet. After 46 days of use, this is my experience.",My experience with price / value is mixed,0,Price / Value / Tablet Excellent,Price & Value,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000331,"Software notifications freeze and the app keeps losing my settings. I take it on the train. After 13 days of use, this is my experience.",Software notifications freeze and the app keeps losing my settings,8,Keeps Losing / App / Freeze,Software & Updates,5,Keeps Losing / Notifications / App Keeps,App freezes & lost settings,Software & Updates,False
R000332,"Software notifications freeze and the app keeps losing my settings. I bought it for university classes. After 33 days of use, this is my experience.",Software notifications freeze and the app keeps losing my settings,8,Keeps Losing / App / Freeze,Software & Updates,5,Keeps Losing / Notifications / App Keeps,App freezes & lost settings,Software & Updates,False
R000333,"Display brightness makes reading outside comfortable. I use it for work notes. After 86 days of use, this is my experience.",Display brightness makes reading outside comfortable,9,Makes / Makes Reading / Display Brightness,Display,8,Makes / Reading Outside / Display Brightness,Outdoor screen visibility,Display,False
R000334,"The latest software update causes crashes and random restarts. I take it on the train. After 65 days of use, this is my experience.",The latest software update causes crashes and random restarts,7,Random / Random Restarts / Software Update,Software & Updates,3,Latest Software / Software Update / Random,Software update stability,Software & Updates,False
R000335,"The software is intuitive and updates install smoothly. I use it for sketching. After 42 days of use, this is my experience.",The software is intuitive and updates install smoothly,4,Software Intuitive / Intuitive Updates / Updates,Software & Updates,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000336,"Build quality is solid and the buttons feel precise. My main use is streaming at home. After 4 days of use, this is my experience.",Build quality is solid and the buttons feel precise,2,Easily / Pairs / Accessory Pairs,Accessories,1,Quality / Build Quality / Build,Build quality,Build Quality,True
R000337,"Display brightness makes reading outside comfortable. This was a gift for my family. After 82 days of use, this is my experience.",Display brightness makes reading outside comfortable,9,Makes / Makes Reading / Display Brightness,Display,8,Makes / Reading Outside / Display Brightness,Outdoor screen visibility,Display,False
R000338,"The metal body feels sturdy and well assembled. This was a gift for my family. After 12 days of use, this is my experience.",The metal body feels sturdy and well assembled,3,Metal / Sturdy / Metal Body,Build Quality,1,Quality / Build Quality / Build,Build quality,Build Quality,False
R000339,"The included stylus is accurate and the case fits perfectly. I have owned it for a month. After 77 days of use, this is my experience.",The included stylus is accurate and the case fits perfectly,1,Games / Games Stutter / Stutter,Software & Performance,-1,Unassigned / mixed,Unassigned / mixed,Unassigned / mixed,True
R000340,"The metal body feels sturdy and well assembled. My main use is streaming at home. After 57 days of use, this is my experience.",The metal body feels sturdy and well assembled,3,Metal / Sturdy / Metal Body,Build Quality,1,Quality / Build Quality / Build,Build quality,Build Quality,False
R000341,"The latest software update causes crashes and random restarts. My main use is streaming at home. After 3 days of use, this is my experience.",The latest software update causes crashes and random restarts,7,Random / Random Restarts / Software Update,Software & Updates,3,Latest Software / Software Update / Random,Software update stability,Software & Updates,False
R000342,"I would buy it again because the features justify the cost. I bought it for university classes. After 49 days of use, this is my experience.",I would buy it again because the features justify the cost,0,Price / Value / Tablet Excellent,Price & Value,0,Use / Experience / Days,Mixed everyday experiences,Mixed / contextual,True
R000343,"Software notifications freeze and the app keeps losing my settings. I have owned it for a month. After 36 days of use, this is my experience.",Software notifications freeze and the app keeps losing my settings,8,Keeps Losing / App / Freeze,Software & Updates,5,Keeps Losing / Notifications / App Keeps,App freezes & lost settings,Software & Updates,False
R000344,"The included stylus is accurate and the case fits perfectly. I use it for work notes. After 65 days of use, this is my experience.",The included stylus is accurate and the case fits perfectly,1,Games / Games Stutter / Stutter,Software & Performance,-1,Unassigned / mixed,Unassigned / mixed,Unassigned / mixed,True
R000345,"The display has uneven backlighting and washed out colors. I take it on the train. After 67 days of use, this is my experience.",The display has uneven backlighting and washed out colors,5,Colors / Natural / Look Natural,Display,4,Colors / Crisp / Screen Crisp,Screen clarity & color,Display,False
R000346,"The screen is crisp and colors look natural. I bought it for university classes. After 6 days of use, this is my experience.",The screen is crisp and colors look natural,5,Colors / Natural / Look Natural,Display,4,Colors / Crisp / Screen Crisp,Screen clarity & color,Display,False
